"CODIGO","DESCRIPCION","ZONA.FISCAL","PAIS","TIPOVIA","DIRECCION","COLONIA","DELEGACION","ESTADO","NCOLONIA","LOCALIDAD",
"07199","CASABLANCA","","","","","","","","","",
"08005","BARCELONA","","","","","","","","","",
"11570","LA BARCA DE LA FLORIDA","","","","","","","","","",
"46600","ALCIRA","","","","","","","","","",
"31007","PAMPLONA","","","","","","","","","",
"04006","ALMERIA","","","","","","","","","",
"50010","ZARAGOZA","","","","","","","","","",
"28620","MADRID","","","","","","","","","",
"28000","MADRID","","","","","","","","","",
"00193","ROMA","","","","","","","","","",
"23009","JAEN","","","","","","","","","",
"20870","ELGOIBAR","","","","","","","","","",
"08036","BARCELONA","","","","","","","","","",
"1150","PUERTO REAL        ","","","","","","","","","",
"41640","OSUNA","","","","","","","","","",
"28806","MADRID","","","","","","","","","",
"14546","CORDOBA","","","","","","","","","",
"50196","LA MUELA (ZARAGOZA)","","","","","","","","","",
"41020","SEVILLA","","","","","","","","","",
"51002","CEUTA","","","","","","","","","",
"24001","LEON","","","","","","","","","",
"11530340","ROTA","","","","","","","","","",
"46910","VALENCIA ","","","","","","","","","",
"47003","VALLADOLID","","","","","","","","","",
"46290","ALCACER (VALENCIA)","","","","","","","","","",
"20002","SAN SEBASTIAN","","","","","","","","","",
"09400","ARANDA DE DUERO","","","","","","","","","",
"23660","ALCAUDETE","","","","","","","","","",
"28031","MADRID","","","","","","","","","",
"08780","PALLEJA (BARCELONA)","","","","","","","","","",
"11012","CADIZ","","","","","","","","","",
"08160","MONTMELO","","","","","","","","","",
"34820","BARRUELO","","","","","","","","","",
"07013","PALMA DE MALLORCA","","","","","","","","","",
"4430-247","VILA NOVA DE GAIA","","","","","","","","","",
"11405 ","JEREZ DE LA FRONTERA","","","","","","","","","",
"45112","BURGUILLOS DE TOLEDO ","","","","","","","","","",
"07819","SANTA EULALIA DEL RIO (BALEARES)","","","","","","","","","",
"03293","ELCHE","","","","","","","","","",
"35006","LAS PALMAS","","","","","","","","","",
"34190 ","GANGES","","","","","","","","","",
"11013","CADIZ","","","","","","","","","",
"03170","ROJALES (ALICANTE)","","","","","","","","","",
"10300","NAVALMORAL DE LA MATA ","","","","","","","","","",
"28931","MOSTOLES","","","","","","","","","",
"39006","SANTANDER","","","","","","","","","",
"36960","PONTEVEDRA","","","","","","","","","",
"12005","CASTELLON","","","","","","","","","",
"22700","JACA","","","","","","","","","",
"58350","CHATEAUNEUF VL DE BARGIS","","","","","","","","","",
"15570","NARON","","","","","","","","","",
"07820","ISLAS BALEARES","","","","","","","","","",
"08006","BARCELONA","","","","","","","","","",
"03015","ALICANTE","","","","","","","","","",
"11571","GUADALCACIN","","","","","","","","","",
"08905","L HOSPITALET DE LLOBREGAT","","","","","","","","","",
"31008","PANPLONA","","","","","","","","","",
"16035","RAPALLO","","","","","","","","","",
"03201","ELCHE","","","","","","","","","",
"11044","CADIZ","","","","","","","","","",
"33240","CHEMIN LAROUSSE","","","","","","","","","",
"04720","AGUADULCE(ALMERIA)","","","","","","","","","",
"04007","ROQUETAS DE MAR","","","","","","","","","",
"2825","MONTE DA CAPARICA","","","","","","","","","",
"04100","NIJAR (ALMERIA)","","","","","","","","","",
"39750","COLINDRES","","","","","","","","","",
"11","HH","","","","","","","","","",
"28001","MADRID","","","","","","","","","",
"08750","MOLINS DE REL","","","","","","","","","",
"01000","MADRID","","","","","","","","","",
"08130","STA.PERPETUA DE MOGODA","","","","","","","","","",
"14640","CORDOBA","","","","","","","","","",
"08223","TARRASA","","","","","","","","","",
"28900","MADRID","","","","","","","","","",
"24002","LEON","","","","","","","","","",
"28280","EL ESCORIAL","","","","","","","","","",
"41920","SAN JUAN DE AZNALFARACHE","","","","","","","","","",
"36216","VIGO","","","","","","","","","",
"47004","VALLADOLID","","","","","","","","","",
"41300","SAN JOSE DE LA RINCONADA","","","","","","","","","",
"20003","SAN SEBASTIAN","","","","","","","","","",
"11540","SANLUCAR DE BARRAMEDA","","","","","","","","","",
"15105","CARBALLO (LA CORU¥A)","","","","","","","","","",
"18050","SALAMANCA","","","","","","","","","",
"28032","MADRID","","","","","","","","","",
"43005","TARRAGONA","","","","","","","","","",
"13090","AIX EN PROVENCE","","","","","","","","","",
"38200","S. C. TENERIFE","","","","","","","","","",
"24312","IGUE¥A","","","","","","","","","",
"66100","PERPIGNAN","","","","","","","","","",
"43006","TARRAGONA","","","","","","","","","",
"41580","SEVILLA","","","","","","","","","",
"28033","MADRID","","","","","","","","","",
"25181","SOSES","","","","","","","","","",
"38108","SANTA CRUZ DE TENERIFE","","","","","","","","","",
"54600","VILLERS LES NANCY","","","","","","","","","",
"28932","MOSTOLES","","","","","","","","","",
"33210","GIJON","","","","","","","","","",
"11200","ALGECIRAS","","","","","","","","","",
"12006","CASTELLON","","","","","","","","","",
"07015","PALMA DE MALLORCA","","","","","","","","","",
"35628","PAJARA (LAS PALMAS)","","","","","","","","","",
"29924","ALCORCON MADRID","","","","","","","","","",
"24220","VALDERAS","","","","","","","","","",
"23600","MARTOS (JAEN)","","","","","","","","","",
"35008","LAS PALMAS G.C.","","","","","","","","","",
"08720","VILLAFRANCAS DEL PENEDES","","","","","","","","","",
"08007","BARCELONA","","","","","","","","","",
"30110","CHURRA (MURCIA)","","","","","","","","","",
"10859","SANTIBA¥EZ EL ALTO -CACERES","","","","","","","","","",
"30203","CARTAGENA","","","","","","","","","",
"21740","HINOJOS (HUELVA)","","","","","","","","","",
"28250","MADRID","","","","","","","","","",
"04008","CAMPOHERMOSO","","","","","","","","","",
"20500","ARRASATE (GUIPUZCOA)","","","","","","","","","",
"56150","FAHRWANGEN","","","","","","","","","",
"13370","CALZADA DE CALATRAVA (CIUDAD REAL)","","","","","","","","","",
"28529","MADRID","","","","","","","","","",
"50012","ZARAGOZA","","","","","","","","","",
"11510","PUERTO REAL","","","","","","","","","",
"18640","PADUL  GRANADA","","","","","","","","","",
"08038","BARCELONA","","","","","","","","","",
"28002","MADRID","","","","","","","","","",
"15881","A CORU¥A","","","","","","","","","",
"46540","EL PUIG (VALENCIA)","","","","","","","","","",
"34419","VILLALOBON (PALENCIA)","","","","","","","","","",
"15168","SADA ( LA CORU¥A)","","","","","","","","","",
"01001","VITORIA GASTEIZ (ALAVA)","","","","","","","","","",
"08224","TERRASA","","","","","","","","","",
"51004","CEUTA","","","","","","","","","",
"23197","ESCA¥UELA( JAEN)","","","","","","","","","",
"08410","VILANOVA DEL VALLES","","","","","","","","","",
"2950","PALMELA","","","","","","","","","",
"14920","AGUILAR DE LA FRONTERA","","","","","","","","","",
"20810","GUIPUZCOA","","","","","","","","","",
"08100","MOLLET DEL VALLES","","","","","","","","","",
"23693","JAEN","","","","","","","","","",
"575","ETENNE ROUVRAY","","","","","","","","","",
"46850","VALENCIA","","","","","","","","","",
"39100","CANTABRIA","","","","","","","","","",
"28901","GETAFE","","","","","","","","","",
"41704","DOS HERMANA ","","","","","","","","","",
"08690","SANTA COLOMA DE CERVELLO","","","","","","","","","",
"28034","MADRID","","","","","","","","","",
"11015","CONIL DE LA FRONTERA","","","","","","","","","",
"28840","MEJORADA DEL CAMPO","","","","","","","","","",
"07450","ISLAS BALEARES","","","","","","","","","",
"28933","MOSTOLES","","","","","","","","","",
"28220","28220 MAJADAHONDA (MADRID)","","","","","","","","","",
"11108","CADIZ","","","","","","","","","",
"33211","GIJON","","","","","","","","","",
"48990","GETXO","","","","","","","","","",
"11201","ALGECIRAS","","","","","","","","","",
"41860","SEVILLA","","","","","","","","","",
"39008","SANTANDER","","","","","","","","","",
"34110","FRONTIGNAN","","","","","","","","","",
"21369","CASTA¥O DEL ROBLEDO","","","","","","","","","",
"L","LK","","","","","","","","","",
"11480","JEREZ DE LA FRONTERA","","","","","","","","","",
"08008","BARCELONA","","","","","","","","","",
"30204","CARTAGENA","","","","","","","","","",
"11046","11407 JEREZ DE LA FRONTERA","","","","","","","","","",
"08907","HOSPITALET DE LLOBREGAT","","","","","","","","","",
"31010","BARA¥AIN","","","","","","","","","",
"36001","PONTEVEDRA","","","","","","","","","",
"04009","ALMERIA","","","","","","","","","",
"11139","CHICLANA DE LA FRONTERA","","","","","","","","","",
"09000","FERROL","","","","","","","","","",
"15510","PUERTO REAL","","","","","","","","","",
"36900","MARIN (PONTEVEDRA)","","","","","","","","","",
"21400","BELLAVISTA","","","","","","","","","",
"05001","AVILA","","","","","","","","","",
"28530","MORATA DE TAJU¥A","","","","","","","","","",
"35660","CORRALEJO- LAS PALMAS","","","","","","","","","",
"28003","MADRID","","","","","","","","","",
"51005","CEUTA","","","","","","","","","",
"110100","CADIZ","","","","","","","","","",
"46014","VALENCIA","","","","","","","","","",
"11170","MEDINA SIDONIA","","","","","","","","","",
"23291","SANTIAGO PONTONES","","","","","","","","","",
"20005","SAN SEBASTIAN","","","","","","","","","",
"30700","TORREPACHECO","","","","","","","","","",
"21710","BOLLULLOS DEL CONDADO","","","","","","","","","",
"11604","JEREZ DELA FRONTERA","","","","","","","","","",
"35009","LAS PALMAS","","","","","","","","","",
"01002","VICTORIA GASTEIZ","","","","","","","","","",
"03203","ELCHE","","","","","","","","","",
"08256","RAJADELL","","","","","","","","","",
"50013","ZARAGOZA","","","","","","","","","",
"16812","ALBENDEA","","","","","","","","","",
"29770","MALAGA","","","","","","","","","",
"08225","TERRASSA","","","","","","","","","",
"38760","MADRID","","","","","","","","","",
"48215","IURRETA","","","","","","","","","",
"03730","JAVEA (ALICANTE)","","","","","","","","","",
"20006","SAN SEBASTIAN","","","","","","","","","",
".","VALLADOLID","","","","","","","","","",
"11450","JEREZ","","","","","","","","","",
"03700","DENIA","","","","","","","","","",
"34359","REINHARDSHAGEN","","","","","","","","","",
"31600","BURLADA","","","","","","","","","",
"28035","MADRID","","","","","","","","","",
"28934","MOSTOLES(MADRID)","","","","","","","","","",
"11109","CADIZ","","","","","","","","","",
"33212","GIJON","","","","","","","","","",
"08970","SANT JOAN DESPI (BARCELONA)","","","","","","","","","",
"11202","ALGECIRAS","","","","","","","","","",
"29740","TORRE DEL MAR","","","","","","","","","",
"29120","ALHAURIN EL GRANDE (MALAGA)","","","","","","","","","",
"07110","ISLAS BALEARES","","","","","","","","","",
"28500","ARGANDA DEL REY (MADRID)","","","","","","","","","",
"27880","BURELA (LUGO)","","","","","","","","","",
"35010","LAS PALMAS DE GRAN CANARIA","","","","","","","","","",
"20750","GUIPUZCUA","","","","","","","","","",
"08629","TORRELLES DE LLOBREGAT","","","","","","","","","",
"08009","BARCELONA","","","","","","","","","",
"41520","EL VISO DEL ALCOR (SEVILLA)","","","","","","","","","",
"13000","PRAGA 3","","","","","","","","","",
"30205","MURCIA","","","","","","","","","",
"40900","CAMAS","","","","","","","","","",
"36002","PONTEBEDRA","","","","","","","","","",
"08908","HOSPITALET DE LLOBREGAT","","","","","","","","","",
"11140","CONIL DE LA FRONTERA","","","","","","","","","",
"5680","AB BEST (HOLANDA)","","","","","","","","","",
"49022","ZAMORA","","","","","","","","","",
"06428","PUERTO URRACO (BADAJOZ)","","","","","","","","","",
"50014","ZARAGOZA","","","","","","","","","",
"20068","PESQUIERA","","","","","","","","","",
"08040","BARCELONA","","","","","","","","","",
"28004","MADRID","","","","","","","","","",
"14550","MONTILLA CORDOBA","","","","","","","","","",
"110008","TALAVERA DE LA REINA","","","","","","","","","",
"46015","VALENCIA","","","","","","","","","",
"06800","MERIDA","","","","","","","","","",
"24005","LEON","","","","","","","","","",
"47007","VALLADOLID","","","","","","","","","",
"19200","AZUQUECA (GUADALAJARA)","","","","","","","","","",
"0813","BADALONA","","","","","","","","","",
"25245","VILA SANA","","","","","","","","","",
"10830","TORREJONCILLO","","","","","","","","","",
"31011","PAMPLONA","","","","","","","","","",
"03204","ELCHE","","","","","","","","","",
"48960","GALDAKAO ","","","","","","","","","",
"40001","SEVILLA","","","","","","","","","",
"36994","POIO","","","","","","","","","",
"47008","VALLADOLID","","","","","","","","","",
"06460","BADAJOZ","","","","","","","","","",
"27850","VIVERO","","","","","","","","","",
"48620","VIZCAYA","","","","","","","","","",
"20100","SAN SEBASTIAN","","","","","","","","","",
"28036","MADRID","","","","","","","","","",
"8223","POZUELO DE ALARCON","","","","","","","","","",
"082233","TERRASA","","","","","","","","","",
"33120","PRAVIA","","","","","","","","","",
"18240","PINOS PUENTE (GRANADA)","","","","","","","","","",
"28935","MADRID","","","","","","","","","",
"13249","RUIDERA","","","","","","","","","",
"11110","CHICLANA DE LA FRONTERA","","","","","","","","","",
"33213","ASTURIAS","","","","","","","","","",
"24750","LA BA¥EZA","","","","","","","","","",
"11203","ALGECIRAS","","","","","","","","","",
"31880","LEIZA","","","","","","","","","",
"39010","SANTANDER","","","","","","","","","",
"45520","VILLALENGUA DE LA SAGRA","","","","","","","","","",
"23510","JAEN","","","","","","","","","",
"40002","SEGOVIA","","","","","","","","","",
"08630","BARCELONA","","","","","","","","","",
"13001","CIUDAD REAL","","","","","","","","","",
"00880","SABADEL","","","","","","","","","",
"08010","BARCELONA","","","","","","","","","",
"29400","RONDA","","","","","","","","","",
"10149","CONIL","","","","","","","","","",
"21650","EL CAMPILLO","","","","","","","","","",
"36003","PONTEVEDRA","","","","","","","","","",
"11048","JEREZ DE LA FRONTERA","","","","","","","","","",
"31012","PAMPLONA","","","","","","","","","",
"03205","ELCHE","","","","","","","","","",
"35290","SAN BARTOLOME DE TIRAJANA","","","","","","","","","",
"41800","SANLUCAR LA MAYOR","","","","","","","","","",
"08289","AGUILAR DE SEGARRA (BARCELONA)","","","","","","","","","",
"46171","CASINOS (VALENCIA)","","","","","","","","","",
"11420","SAN ROQUE","","","","","","","","","",
"50015","ZARAGOZA","","","","","","","","","",
"28005","MADRID","","","","","","","","","",
"17310","LLORET DE MAR","","","","","","","","","",
"115000","EL PUERTO DE SANTA MARIA","","","","","","","","","",
"46016","VALENCIA","","","","","","","","","",
"08940","CORNELLA DE LLOBREGAT(BARCELONA)","","","","","","","","","",
"28904","GETAFE (MADRID)","","","","","","","","","",
"23200","LA CAROLINA","","","","","","","","","",
"24006","LEON","","","","","","","","","",
"07700","MAHON","","","","","","","","","",
"28470","MADRID","","","","","","","","","",
"AD600","SANT IULIA DE LORIA","","","","","","","","","",
"31230","VIANA-NAVARRA","","","","","","","","","",
"37120","DO¥INOS DE SALAMANCA","","","","","","","","","",
"29370","BENAOJAN","","","","","","","","","",
"28037","MADRID","","","","","","","","","",
"21000","DIJON","","","","","","","","","",
"42390","VILLARS","","","","","","","","","",
"29649","MIJAS COSTA (MALAGA)","","","","","","","","","",
"41770","MONTELLANO","","","","","","","","","",
"28936","MOSTOLES","","","","","","","","","",
"28223","POZUELO DE ALARCON","","","","","","","","","",
"11111","CADIZ","","","","","","","","","",
"39011","PE¥ACASTILLO","","","","","","","","","",
"11204","ALGECIRAS","","","","","","","","","",
"44002","TERUEL","","","","","","","","","",
"33400","AVILES (ASTURIAS)","","","","","","","","","",
"11390","FACINAS","","","","","","","","","",
"41429","LA CAMPANA","","","","","","","","","",
"40003","SEGOVIA","","","","","","","","","",
"35012","LAS PALMAS DE GRAN CANARIA","","","","","","","","","",
"45800","QUINTANAR DE LA ORDEN","","","","","","","","","",
"38670","TENERIFE","","","","","","","","","",
"02400","HELLIN (ALBACETE)","","","","","","","","","",
"30300","CARTAGENA","","","","","","","","","",
"15327","NARON (A CORU¤A)","","","","","","","","","",
"29680","ESTEPONA (MALAGA)","","","","","","","","","",
"08290","CERDANYOLA","","","","","","","","","",
"32005"," ORENSE","","","","","","","","","",
"05004","AVILA","","","","","","","","","",
"52062","MELILLA","","","","","","","","","",
"28006","MADRID","","","","","","","","","",
"15172","15172 PERILLO OLEIROS LA CORU¥A","","","","","","","","","",
"28812","ALCALA DE HENARES","","","","","","","","","",
"01005","VITORIA","","","","","","","","","",
"11080","CADIZ","","","","","","","","","",
"46017","VALENCIA","","","","","","","","","",
"08228","TERRASA (BARCELONA)","","","","","","","","","",
"18210","PELIGROS","","","","","","","","","",
"17497","PORTBOU","","","","","","","","","",
"28905","GETAFE","","","","","","","","","",
"46110","GODELLA","","","","","","","","","",
"14800","PRIEGO (CORDOBA)","","","","","","","","","",
"04880","TIJOLA","","","","","","","","","",
"11638","ARCOS DE LA FRONTERA","","","","","","","","","",
"40220","TARNOS","","","","","","","","","",
"47009","VALLADOLID","","","","","","","","","",
"12600","LA VALL D'UIXO","","","","","","","","","",
"24008","LEON","","","","","","","","","",
"04230","HUERCAL DE ALMERIA","","","","","","","","","",
"11360","TORREGUADIARO (SAN ROQUE)","","","","","","","","","",
"20009","SAN SEBASTIAN","","","","","","","","","",
"03610","PRETRL ALICANTE","","","","","","","","","",
"25000","BENAVENTE","","","","","","","","","",
"1","CADIZ","","","","","","","","","",
"38640","ARONA","","","","","","","","","",
"28038","MADRID","","","","","","","","","",
"11639","ALGAR","","","","","","","","","",
"28928012","LEGANES","","","","","","","","","",
"49521","RIOMANZAS DE ALISTE(ZAMORA)","","","","","","","","","",
"08880","CUBELLES","","","","","","","","","",
"21001","HUELVA","","","","","","","","","",
"29650","MIJAS","","","","","","","","","",
"28937","MOSTOLES","","","","","","","","","",
"28224","POZUELO DE ALARCON (MADRID)","","","","","","","","","",
"36780","A GUARDA","","","","","","","","","",
"11112","ALGECIRAS","","","","","","","","","",
"39012","SANTANDER","","","","","","","","","",
"11205","ALGECIRAS","","","","","","","","","",
"6365","BURJASSOT ","","","","","","","","","",
"44003","TERUEL","","","","","","","","","",
"19141","ARANZUEQUE (GUADALAJARA)","","","","","","","","","",
"49800","TORO (ZAMORA)","","","","","","","","","",
"46235","ALCOY (VALENCIA)","","","","","","","","","",
"11391","FACINA ","","","","","","","","","",
"06400","DON BENITO (BADAJOZ)","","","","","","","","","",
"41430","LA LUISISANA","","","","","","","","","",
"40004","SEGOVIA","","","","","","","","","",
"47134","VALLADOLID","","","","","","","","","",
"13003","CIUDAD REAL","","","","","","","","","",
"18800","BAZA (GRANADA)","","","","","","","","","",
"03114","ALICANTE","","","","","","","","","",
"11670","EL BOSQUE","","","","","","","","","",
"46700","GANDIA","","","","","","","","","",
"08911","BADALONA","","","","","","","","","",
"41089","DOS HERMANAS","","","","","","","","","",
"03300","ORIHUELA","","","","","","","","","",
"08291","RIPOLLET","","","","","","","","","",
"31200","ESTELLA","","","","","","","","","",
"23450","IBROS(JAEN)","","","","","","","","","",
"5063","ADELAIDE -AUSTRAQLIA","","","","","","","","","",
"22830","BONARES","","","","","","","","","",
"15700","SANTIAGO","","","","","","","","","",
"50730","EL BURGO DE EBRO","","","","","","","","","",
"28007","MADRID","","","","","","","","","",
"15886","TEO ","","","","","","","","","",
"14460","DOS TORRES (CORDOBA)","","","","","","","","","",
"50823","COLONIA","","","","","","","","","",
"28100","28100 ALCOBENDAS","","","","","","","","","",
"13127","VITROLLES","","","","","","","","","",
"11701","CEUTA","","","","","","","","","",
"41740","LEBRIJA","","","","","","","","","",
"28906","GETAFE","","","","","","","","","",
"46018","VALENCIA","","","","","","","","","",
"41120","GELVES (SEVILLA)","","","","","","","","","",
"TR84NY","NEWQUAY","","","","","","","","","",
"35230","NOYAL CHATILLON SUR SEICHE","","","","","","","","","",
"08260","SURIA","","","","","","","","","",
"9000","GENT OV","","","","","","","","","",
"4103","SEVILLA","","","","","","","","","",
"29620","TORRE MOLINOS","","","","","","","","","",
"15360","LA CORU¥A","","","","","","","","","",
"29000","MALAGA","","","","","","","","","",
"07610","SOMETINES (PALMA DE MALLOR)","","","","","","","","","",
"14740","ORNACHUELO","","","","","","","","","",
"35510","CESSON SEVIGNE","","","","","","","","","",
"41927","MAIRENA DEL ALJARAFE","","","","","","","","","",
"13500","PUERTOLLANO","","","","","","","","","",
"41400","ECIJA (SEVILLA)","","","","","","","","","",
"26520","LA RIOJA","","","","","","","","","",
"11547","JEREZ","","","","","","","","","",
"28039","MADRID","","","","","","","","","",
"27326","FOLGOSO SW CAUREL","","","","","","","","","",
"11640","BORNOS","","","","","","","","","",
"46670","VALENCIA","","","","","","","","","",
"21002","HUELVA","","","","","","","","","",
"28938","MOSTOLES","","","","","","","","","",
"48902","BARACALDO","","","","","","","","","",
"11206","ESPERA","","","","","","","","","",
"4320","LEJRE","","","","","","","","","",
"28411","MADRID","","","","","","","","","",
"22087","HAMBURG","","","","","","","","","",
"11392","TAHIVILLA","","","","","","","","","",
"28597","FUENTIDUE¥A DE TAJO","","","","","","","","","",
"39292","CAMPOO DE YUSO (CANTABRIA)","","","","","","","","","",
"11485","JEREZ DE LA FRA","","","","","","","","","",
"14430","ADAMUZ (CORDOBA)","","","","","","","","","",
"13004","CIUDA REAL","","","","","","","","","",
"11578","PATERNA DE LA FRONTERA","","","","","","","","","",
"08013","BARCELONA","","","","","","","","","",
"28690","BRUNETE","","","","","","","","","",
"4141MZ","LEERDAM (HOLANDA)","","","","","","","","","",
"08912","BADALONA","","","","","","","","","",
"31015","PAMPLONA","","","","","","","","","",
"41710","UTRERA (SEVILLA)","","","","","","","","","",
"46701","GANDIA","","","","","","","","","",
"08292","BARCELONA","","","","","","","","","",
"09005","BURGOS","","","","","","","","","",
"11330","JIMENA DE LA FRONTERA","","","","","","","","","",
"15701","SANTIAGO (LA CORU¥A)","","","","","","","","","",
"17220","SANT FELIU DE GUIXOLS GIRONA","","","","","","","","","",
"37184","VILLARES DE LA REINA","","","","","","","","","",
"28008","MADRID","","","","","","","","","",
"06711","ALGECIRAS","","","","","","","","","",
"01007","VITORIA","","","","","","","","","",
"11702","CEUTA","","","","","","","","","",
"08850","GAVA","","","","","","","","","",
"110012","CADIZ","","","","","","","","","",
"47600","VILLALON DE CAMPOS (VALLADOLID)","","","","","","","","","",
"86877","WALKERTSHOFEN","","","","","","","","","",
"46980","VALENCIA","","","","","","","","","",
"29651","MIJAS","","","","","","","","","",
"14120","FUENTE PALMERA","","","","","","","","","",
"24009","LEON","","","","","","","","","",
"04727","LA ENVIA","","","","","","","","","",
"47011","SEVILLA","","","","","","","","","",
"18120","ALHAMA DE GRANADA","","","","","","","","","",
"01008","VITORIA","","","","","","","","","",
"25250","LLEIDA","","","","","","","","","",
"46020","VALENCIA","","","","","","","","","",
"29001","MALAGA","","","","","","","","","",
"24010","LEON","","","","","","","","","",
"50","BARNEVILLE-CARTERER","","","","","","","","","",
"16260","ST MARY","","","","","","","","","",
"15640","BERGONDO (LA CORUNA)","","","","","","","","","",
"36317","CANDEAN VIGO","","","","","","","","","",
"47012","VALLADOLID","","","","","","","","","",
"29280","PLOUZANE","","","","","","","","","",
"MADRID","MADRID","","","","","","","","","",
"28660","BOADILLA DEL MONTE","","","","","","","","","",
"11130 ","CHICLANA DE LA FRONTERA","","","","","","","","","",
"21530","MINAS DE THARSIS (HUELVA)","","","","","","","","","",
"28040","MADRID","","","","","","","","","",
"21003","HUELVA","","","","","","","","","",
"33930","ASTURIS","","","","","","","","","",
"12540","VILLA REAL (CASTELLON)","","","","","","","","","",
"48903","BARACALDO","","","","","","","","","",
"11207","ALGECIRAS","","","","","","","","","",
"46950","CHIRIVELLA","","","","","","","","","",
"15578","NARON","","","","","","","","","",
"11300","LA LINEA","","","","","","","","","",
"39200","REINOSA","","","","","","","","","",
"11393","ZAHARA DE LOS ATUNES","","","","","","","","","",
"03550","SAN JUAN DE ALICANTE","","","","","","","","","",
"40006","SEGOVIA","","","","","","","","","",
"13005","CIUDAD REAL","","","","","","","","","",
"23700","LINARES (JAEN)","","","","","","","","","",
"11579","JEREZ ","","","","","","","","","",
"08014","BARCELONA","","","","","","","","","",
"28691","MADRID","","","","","","","","","",
"08820","EL PRAT DE LLOBREGAT","","","","","","","","","",
"28071","28071 MADRID","","","","","","","","","",
"65240","LOUDERVIELLE","","","","","","","","","",
"09006","BURGOS","","","","","","","","","",
"28970","HUMANES DE MADRID","","","","","","","","","",
"41804","OLIVARES","","","","","","","","","",
"56870","LARMEOR BADEN","","","","","","","","","",
"2120","SALUATERRA","","","","","","","","","",
"28350","CIEMPOZUELOS (MADRID)","","","","","","","","","",
"20600","EIBAR (GUIPUZCOA]","","","","","","","","","",
"1500","11500 EL PUERTO DE SANTA MARIA","","","","","","","","","",
"16415","VILLAMAYOR SANTIAGO (CUENCA)","","","","","","","","","",
"15702","SANTIAGO DE COMPOSTELA","","","","","","","","","",
"410000","SEVILLA","","","","","","","","","",
"11610","GRAZALEMA","","","","","","","","","",
"08758","CERVELLO","","","","","","","","","",
"28009","MADRID","","","","","","","","","",
"48004","BILBAO","","","","","","","","","",
"37185","SALAMANCA","","","","","","","","","",
"19174","TORREJON DEL REY","","","","","","","","","",
"08913","BADALONA","","","","","","","","","",
"41370","CAZALLA DE LA SIERRA","","","","","","","","","",
"29590","CAMPANILLAS","","","","","","","","","",
"14400","POZOBLANCO","","","","","","","","","",
"01101","MANDOZA VICTORIA GASTE","","","","","","","","","",
"27730","ABADIN","","","","","","","","","",
"11611","CADIZ","","","","","","","","","",
"41011 ","SEVILLA","","","","","","","","","",
"33001","OVIEDO","","","","","","","","","",
"28723","ALCORCON (MADRID)","","","","","","","","","",
"28010","28010 MADRID","","","","","","","","","",
"06000","MADRID","","","","","","","","","",
"41650","EL SAUCEJO(SEVILLA)","","","","","","","","","",
"01009","VITORIA","","","","","","","","","",
"48160","DERIO","","","","","","","","","",
"11510.","PUERTO REAL","","","","","","","","","",
"33900","SAMA LANGREO","","","","","","","","","",
"29002","MALAGA","","","","","","","","","",
"40410","SAN RAFAEL EL ESPINAR","","","","","","","","","",
"46920","MISLATA","","","","","","","","","",
"41309","SAN JOSE DE LA RICONADAB (SEVILLA)","","","","","","","","","",
"30800","LORCA","","","","","","","","","",
"48005","BILBAO","","","","","","","","","",
"08790","GELIDA","","","","","","","","","",
"28041","MADRID","","","","","","","","","",
"18152","DILAR (GRANADA)","","","","","","","","","",
"29560","ARGOL (FRANCIA)","","","","","","","","","",
"15300","BETANZOS","","","","","","","","","",
"21004","HUELVA","","","","","","","","","",
"07550","PALMA DE MALLORCA","","","","","","","","","",
"28940","FUENLABRADA","","","","","","","","","",
"21810","PALOS DE LA FRONTERA","","","","","","","","","",
"28320","PINTO","","","","","","","","","",
"44006","SEVILLA","","","","","","","","","",
"41960","GINES","","","","","","","","","",
"41340","TOCINA ","","","","","","","","","",
"34210","DUE¥AS (PALENCIA)","","","","","","","","","",
"69240","BOUR DE THIZY","","","","","","","","","",
"12200","ONDA CASTELLON","","","","","","","","","",
"28692","VILLANUEVA DE LA CA¤ADA","","","","","","","","","",
"11580","SAN JOSE DEL VALLE","","","","","","","","","",
"08015","BARCELONA","","","","","","","","","",
"39480","GUARNIZO","","","","","","","","","",
"08201","SABADELL","","","","","","","","","",
"09007","BURGOS","","","","","","","","","",
"41092","SEVILLA","","","","","","","","","",
"41805","BENACAZON","","","","","","","","","",
"11425","JEREZ","","","","","","","","","",
"15703","SANTIAGO  DE COMPOSTELA","","","","","","","","","",
"28630","ARROYO DE LA MIEL","","","","","","","","","",
"11518","PUERTO REAL","","","","","","","","","",
"21500","GIBRALEON","","","","","","","","","",
"40007","SEVILLA","","","","","","","","","",
"46610","GUADASSUAR ","","","","","","","","","",
"13440","CIUDAD REAL","","","","","","","","","",
"11406 ","JEREZ DE LA FRONTERA","","","","","","","","","",
"2338","LUXEMBURGO","","","","","","","","","",
"47013","VALLADOLID","","","","","","","","","",
"75006","PARIS","","","","","","","","","",
"09193","BURGOS","","","","","","","","","",
"37900","SANTA MARTA (SALAMANCA)","","","","","","","","","",
"37187","ALDEATEJADA (SALAMANCA)","","","","","","","","","",
"11519","PUERTO REAL","","","","","","","","","",
"23640","TORREDELCAMPO","","","","","","","","","",
"27298","LUGO","","","","","","","","","",
"11612","BENAOCAZ (CADIZ)","","","","","","","","","",
"18029","GRANADA","","","","","","","","","",
